epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population,is_last,is_repeated
202046,2020-11-14,151,GO,Alvorada do Norte,5200803,city,294,3377.36933,0,1,0,0.0034,8705,False,False
202046,2020-11-14,177,GO,Amaralina,5200829,city,16,416.12484,0,0,0,0.0,3845,False,False
202046,2020-11-14,150,GO,Americano do Brasil,5200852,city,147,2384.81506,0,3,0,0.0204,6164,False,False
202046,2020-11-14,177,GO,Amorinópolis,5200902,city,59,1922.45031,0,0,0,0.0,3069,False,False
202046,2020-11-14,244,GO,Anápolis,5201108,city,13939,3557.93676,0,368,0,0.0264,391772,False,False
202046,2020-11-14,220,GO,Anhanguera,5201207,city,18,1551.72414,0,2,0,0.1111,1160,False,False
202046,2020-11-14,192,GO,Anicuns,5201306,city,819,3725.94513,0,18,0,0.022,21981,False,False
202046,2020-11-14,242,GO,Aparecida de Goiânia,5201405,city,37953,6431.12043,83,548,0,0.0144,590146,False,False
202046,2020-11-14,183,GO,Aparecida do Rio Doce,5201454,city,103,4163.2983,0,2,0,0.0194,2474,False,False
202046,2020-11-14,185,GO,Aporé,5201504,city,140,3308.12854,0,3,0,0.0214,4232,False,False
202046,2020-11-14,179,GO,Araçu,5201603,city,85,2438.32473,0,3,0,0.0353,3486,False,False
202046,2020-11-14,188,GO,Aragarças,5201702,city,829,4089.18266,0,18,0,0.0217,20273,False,False
202046,2020-11-14,214,GO,Aragoiânia,5201801,city,405,3858.6128,0,4,0,0.0099,10496,False,False
202046,2020-11-14,177,GO,Araguapaz,5202155,city,193,2479.76359,0,6,0,0.0311,7783,False,False
202046,2020-11-14,124,GO,Arenópolis,5202353,city,32,1261.82965,0,0,0,0.0,2536,False,False
202046,2020-11-14,146,GO,Aruanã,5202502,city,156,1543.02671,0,1,0,0.0064,10110,False,False
202046,2020-11-14,177,GO,Aurilândia,5202601,city,65,2125.57227,0,1,0,0.0154,3058,False,False
202046,2020-11-14,203,GO,Avelinópolis,5202809,city,110,4566.21005,0,1,0,0.0091,2409,False,False
202046,2020-11-14,130,GO,Baliza,5203104,city,34,643.93939,0,0,0,0.0,5280,False,False
202046,2020-11-14,206,GO,Barro Alto,5203203,city,573,5022.79102,0,7,0,0.0122,11408,False,False
202046,2020-11-14,221,GO,Bela Vista de Goiás,5203302,city,996,3266.43054,0,17,0,0.0171,30492,False,False
202046,2020-11-14,186,GO,Bom Jardim de Goiás,5203401,city,175,1973.16496,0,3,0,0.0171,8869,False,False
202046,2020-11-14,226,GO,Bom Jesus de Goiás,5203500,city,1011,3941.82782,0,29,0,0.0287,25648,False,False
202046,2020-11-14,177,GO,Bonfinópolis,5203559,city,374,3770.54139,0,9,0,0.0241,9919,False,False
202046,2020-11-14,116,GO,Bonópolis,5203575,city,82,1825.06121,0,1,0,0.0122,4493,False,False
202046,2020-11-14,175,GO,Brazabrantes,5203609,city,88,2349.17245,0,2,0,0.0227,3746,False,False
202046,2020-11-14,192,GO,Britânia,5203807,city,181,3122.30464,0,1,0,0.0055,5797,False,False
202046,2020-11-14,153,GO,Buriti Alegre,5203906,city,274,2889.07634,0,8,0,0.0292,9484,False,False
202046,2020-11-14,146,GO,Buriti de Goiás,5203939,city,100,4038.77221,0,1,0,0.01,2476,False,False
202046,2020-11-14,152,GO,Buritinópolis,5203962,city,56,1705.75693,0,0,0,0.0,3283,False,False
202046,2020-11-14,173,GO,Cabeceiras,5204003,city,77,956.99727,0,3,0,0.039,8046,False,False
202046,2020-11-14,168,GO,Cachoeira Alta,5204102,city,776,6126.63824,0,10,0,0.0129,12666,False,False
202046,2020-11-14,131,GO,Cachoeira de Goiás,5204201,city,25,1862.89121,0,0,0,0.0,1342,False,False
202046,2020-11-14,174,GO,Cachoeira Dourada,5204250,city,137,1705.88968,0,2,0,0.0146,8031,False,False
202046,2020-11-14,186,GO,Caçu,5204300,city,748,4597.41856,0,11,0,0.0147,16270,False,False
202046,2020-11-14,170,GO,Caiapônia,5204409,city,243,1271.78521,0,2,0,0.0082,19107,False,False
202046,2020-11-14,228,GO,Caldas Novas,5204508,city,2235,2398.1716,0,54,0,0.0242,93196,False,False
202046,2020-11-14,185,GO,Caldazinha,5204557,city,105,2728.69023,0,2,0,0.019,3848,False,False
202046,2020-11-14,228,GO,Campestre de Goiás,5204607,city,176,4823.23924,0,2,0,0.0114,3649,False,False
202046,2020-11-14,107,GO,Campinaçu,5204656,city,118,3248.89868,0,0,0,0.0,3632,False,False
202046,2020-11-14,205,GO,Campinorte,5204706,city,421,3298.33908,0,7,0,0.0166,12764,False,False
202046,2020-11-14,188,GO,Campo Alegre de Goiás,5204805,city,39,504.0062,0,1,0,0.0256,7738,False,False
202046,2020-11-14,164,GO,Campo Limpo de Goiás,5204854,city,53,667.5063,0,2,0,0.0377,7940,False,False
202046,2020-11-14,194,GO,Campos Belos,5204904,city,349,1744.38946,0,7,0,0.0201,20007,False,False
202046,2020-11-14,138,GO,Campos Verdes,5204953,city,43,2349.72678,0,1,0,0.0233,1830,False,False
202046,2020-11-14,212,GO,Carmo do Rio Verde,5205000,city,71,697.03515,0,4,0,0.0563,10186,False,False
202046,2020-11-14,166,GO,Castelândia,5205059,city,45,1320.8101,0,3,0,0.0667,3407,False,False
202046,2020-11-14,238,GO,Catalão,5205109,city,2870,2585.98164,0,72,0,0.0251,110983,False,False
202046,2020-11-14,192,GO,Caturaí,5205208,city,117,2293.66791,0,4,0,0.0342,5101,False,False
202046,2020-11-14,167,GO,Cavalcante,5205307,city,70,719.79434,0,2,0,0.0286,9725,False,False
202046,2020-11-14,212,GO,Ceres,5205406,city,1060,4752.08464,0,20,0,0.0189,22306,False,False
202046,2020-11-14,165,GO,Cezarina,5205455,city,203,2332.52901,0,8,0,0.0394,8703,False,False
202046,2020-11-14,185,GO,Chapadão do Céu,5205471,city,518,4939.91989,0,7,0,0.0135,10486,False,False
202046,2020-11-14,228,GO,Cidade Ocidental,5205497,city,3404,4670.05076,0,43,0,0.0126,72890,False,False
202046,2020-11-14,173,GO,Cocalzinho de Goiás,5205513,city,583,2843.34764,0,14,0,0.024,20504,False,False
202046,2020-11-14,188,GO,Colinas do Sul,5205521,city,76,2261.90476,0,1,0,0.0132,3360,False,False
202046,2020-11-14,192,GO,Córrego do Ouro,5205703,city,60,2620.08734,0,1,0,0.0167,2290,False,False
202046,2020-11-14,192,GO,Corumbá de Goiás,5205802,city,252,2256.24496,0,11,0,0.0437,11169,False,False
202046,2020-11-14,191,GO,Corumbaíba,5205901,city,105,1063.93758,0,1,0,0.0095,9869,False,False
202046,2020-11-14,192,GO,Cristalina,5206206,city,810,1345.29148,0,31,0,0.0383,60210,False,False
202046,2020-11-14,139,GO,Cristianópolis,5206305,city,86,2901.48448,0,1,0,0.0116,2964,False,False
202046,2020-11-14,163,GO,Crixás,5206404,city,570,3344.28538,0,8,0,0.014,17044,False,False
202046,2020-11-14,171,GO,Cromínia,5206503,city,101,2908.98618,0,4,0,0.0396,3472,False,False
202046,2020-11-14,166,GO,Cumari,5206602,city,60,2114.91012,0,4,0,0.0667,2837,False,False
202046,2020-11-14,106,GO,Damianópolis,5206701,city,18,544.46461,0,1,0,0.0556,3306,False,False
202046,2020-11-14,164,GO,Damolândia,5206800,city,88,2980.02032,0,4,0,0.0455,2953,False,False
202046,2020-11-14,112,GO,Davinópolis,5206909,city,18,859.59885,0,0,0,0.0,2094,False,False
202046,2020-11-14,130,GO,Diorama,5207105,city,28,1129.4877,0,0,0,0.0,2479,False,False
202046,2020-11-14,146,GO,Divinópolis de Goiás,5208301,city,86,1799.91628,0,2,0,0.0233,4778,False,False
202046,2020-11-14,186,GO,Doverlândia,5207253,city,120,1655.8576,0,3,0,0.025,7247,False,False
202046,2020-11-14,152,GO,Edealina,5207352,city,110,2982.64642,0,2,0,0.0182,3688,False,False
202046,2020-11-14,192,GO,Edéia,5207402,city,362,2903.66568,0,7,0,0.0193,12467,False,False
202046,2020-11-14,160,GO,Estrela do Norte,5207501,city,53,1623.77451,0,0,0,0.0,3264,False,False
202046,2020-11-14,215,GO,Faina,5207535,city,228,3467.15328,0,1,0,0.0044,6576,False,False
202046,2020-11-14,139,GO,Fazenda Nova,5207600,city,93,1674.77039,0,0,0,0.0,5553,False,False
202046,2020-11-14,170,GO,Firminópolis,5207808,city,182,1353.26047,0,2,0,0.011,13449,False,False
202046,2020-11-14,166,GO,Flores de Goiás,5207907,city,86,505.73361,0,2,0,0.0233,17005,False,False
202046,2020-11-14,216,GO,Formosa,5208004,city,2982,2410.98283,0,67,0,0.0225,123684,False,False
202046,2020-11-14,125,GO,Formoso,5208103,city,32,767.01822,0,2,0,0.0625,4172,False,False
202046,2020-11-14,170,GO,Gameleira de Goiás,5208152,city,91,2345.36082,0,2,0,0.022,3880,False,False
202046,2020-11-14,176,GO,Goianápolis,5208400,city,483,4303.27869,0,10,0,0.0207,11224,False,False
202046,2020-11-14,221,GO,Goiandira,5208509,city,84,1493.33333,0,3,0,0.0357,5625,False,False
202046,2020-11-14,232,GO,Goianésia,5208608,city,4142,5827.64685,0,98,0,0.0237,71075,False,False
202046,2020-11-14,248,GO,Goiânia,5208707,city,68545,4462.28331,101,1795,1,0.0262,1536097,False,False
202046,2020-11-14,215,GO,Goianira,5208806,city,1539,3397.65101,-2,31,0,0.0201,45296,False,False
202046,2020-11-14,164,GO,Goiás,5208905,city,392,1751.48564,1,17,0,0.0434,22381,False,False
202046,2020-11-14,221,GO,Goiatuba,5209101,city,1621,4739.48892,3,34,0,0.021,34202,False,False
202046,2020-11-14,174,GO,Gouvelândia,5209150,city,159,2655.31062,0,1,0,0.0063,5988,False,False
202046,2020-11-14,221,GO,Guapó,5209200,city,541,3807.98198,0,7,0,0.0129,14207,False,False
202046,2020-11-14,160,GO,Guaraíta,5209291,city,47,2409.02101,0,4,0,0.0851,1951,False,False
202046,2020-11-14,151,GO,Guarani de Goiás,5209408,city,49,1274.05096,0,0,0,0.0,3846,False,False
202046,2020-11-14,132,GO,Guarinos,5209457,city,23,1324.12205,0,0,0,0.0,1737,False,False
202046,2020-11-14,135,GO,Heitoraí,5209606,city,50,1339.4053,0,1,0,0.02,3733,False,False
202046,2020-11-14,233,GO,Hidrolândia,5209705,city,1029,4651.05767,0,23,0,0.0224,22124,False,False
202046,2020-11-14,163,GO,Hidrolina,5209804,city,202,5758.26682,0,4,0,0.0198,3508,False,False
202046,2020-11-14,152,GO,Iaciara,5209903,city,154,1093.59466,0,3,0,0.0195,14082,False,False
202046,2020-11-14,241,GO,Importados/Indefinidos,,city,0,,0,0,0,0.0,,False,False
202046,2020-11-14,159,GO,Inaciolândia,5209937,city,152,2437.85084,0,4,0,0.0263,6235,False,False
202046,2020-11-14,181,GO,Indiara,5209952,city,391,2476.72135,0,12,0,0.0307,15787,False,False
202046,2020-11-14,210,GO,Inhumas,5210000,city,2837,5326.79923,0,62,0,0.0219,53259,False,False
202046,2020-11-14,202,GO,Ipameri,5210109,city,353,1299.03584,7,11,0,0.0312,27174,False,False
202046,2020-11-14,165,GO,Ipiranga de Goiás,5210158,city,28,967.85344,0,0,0,0.0,2893,False,False
202046,2020-11-14,192,GO,Iporá,5210208,city,1231,3908.06057,0,29,0,0.0236,31499,False,False
202046,2020-11-14,164,GO,Israelândia,5210307,city,72,2584.35032,0,1,0,0.0139,2786,False,False
202046,2020-11-14,178,GO,Itaberaí,5210406,city,1429,3275.86997,1,53,0,0.0371,43622,False,False
202046,2020-11-14,142,GO,Itaguari,5210562,city,333,7107.79082,0,7,0,0.021,4685,False,False
202046,2020-11-14,217,GO,Itaguaru,5210604,city,192,3688.05225,0,5,0,0.026,5206,False,False
202046,2020-11-14,180,GO,Itajá,5210802,city,140,3128.49162,0,6,0,0.0429,4475,False,False
202046,2020-11-14,173,GO,Itapaci,5210901,city,447,1908.54361,0,11,0,0.0246,23421,False,False
202046,2020-11-14,158,GO,Itapirapuã,5211008,city,176,3756.67022,0,3,0,0.017,4685,False,False
202046,2020-11-14,186,GO,Itapuranga,5211206,city,692,2694.59912,0,22,0,0.0318,25681,False,False
202046,2020-11-14,143,GO,Itarumã,5211305,city,136,1873.5363,0,3,0,0.0221,7259,False,False
202046,2020-11-14,170,GO,Itauçu,5211404,city,329,3671.875,0,8,0,0.0243,8960,False,False
202046,2020-11-14,230,GO,Itumbiara,5211503,city,3566,3370.2237,-1,73,0,0.0205,105809,False,False
202046,2020-11-14,186,GO,Ivolândia,5211602,city,54,2313.62468,0,2,0,0.037,2334,False,False
202046,2020-11-14,164,GO,Jandaia,5211701,city,309,5128.63071,0,10,0,0.0324,6025,False,False
202046,2020-11-14,204,GO,Jaraguá,5211800,city,1023,1992.67599,0,24,0,0.0235,51338,False,False
202046,2020-11-14,242,GO,Jataí,5211909,city,4187,4102.28776,0,87,0,0.0208,102065,False,False
202046,2020-11-14,152,GO,Jaupaci,5212006,city,26,909.09091,0,1,0,0.0385,2860,False,False
202046,2020-11-14,201,GO,Jesúpolis,5212055,city,47,1875.4988,0,3,0,0.0638,2506,False,False
202046,2020-11-14,185,GO,Joviânia,5212105,city,212,2864.09079,0,3,0,0.0142,7402,False,False
202046,2020-11-14,195,GO,Jussara,5212204,city,652,3549.07191,0,10,0,0.0153,18371,False,False
202046,2020-11-14,96,GO,Lagoa Santa,5212253,city,24,1480.56755,0,0,0,0.0,1621,False,False
202046,2020-11-14,180,GO,Leopoldo de Bulhões,5212303,city,184,2404.91439,0,3,0,0.0163,7651,False,False
202046,2020-11-14,235,GO,Luziânia,5212501,city,6269,2963.95408,0,135,0,0.0215,211508,False,False
202046,2020-11-14,131,GO,Mairipotaba,5212600,city,52,2200.59247,0,2,0,0.0385,2363,False,False
202046,2020-11-14,134,GO,Mambaí,5212709,city,60,660.72019,0,0,0,0.0,9081,False,False
202046,2020-11-14,191,GO,Mara Rosa,5212808,city,104,1110.7551,0,8,0,0.0769,9363,False,False
202046,2020-11-14,110,GO,Marzagão,5212907,city,39,1733.33333,0,1,0,0.0256,2250,False,False
202046,2020-11-14,146,GO,Matrinchã,5212956,city,83,1914.20664,0,1,0,0.012,4336,False,False
202046,2020-11-14,178,GO,Maurilândia,5213004,city,488,3406.15621,0,9,0,0.0184,14327,False,False
202046,2020-11-14,160,GO,Mimoso de Goiás,5213053,city,59,2284.1657,0,1,0,0.0169,2583,False,False
202046,2020-11-14,192,GO,Minaçu,5213087,city,641,2226.23554,0,20,0,0.0312,28793,False,False
202046,2020-11-14,205,GO,Mineiros,5213103,city,4919,7217.47806,0,83,0,0.0169,68154,False,False
202046,2020-11-14,125,GO,Moiporá,5213400,city,38,2531.64557,0,1,0,0.0263,1501,False,False
202046,2020-11-14,170,GO,Monte Alegre de Goiás,5213509,city,37,426.07094,0,0,0,0.0,8684,False,False
202046,2020-11-14,164,GO,Montes Claros de Goiás,5213707,city,257,3193.7368,0,0,0,0.0,8047,False,False
202046,2020-11-14,221,GO,Montividiu,5213756,city,626,4578.70099,0,9,0,0.0144,13672,False,False
202046,2020-11-14,151,GO,Montividiu do Norte,5213772,city,25,554.44666,0,2,0,0.08,4509,False,False
202046,2020-11-14,215,GO,Morrinhos,5213806,city,2172,4666.15107,0,34,0,0.0157,46548,False,False
202046,2020-11-14,142,GO,Morro Agudo de Goiás,5213855,city,70,3136.20072,0,0,0,0.0,2232,False,False
202046,2020-11-14,159,GO,Mossâmedes,5213905,city,87,2068.47361,0,1,0,0.0115,4206,False,False
202046,2020-11-14,172,GO,Mozarlândia,5214002,city,975,6143.6673,0,10,0,0.0103,15870,False,False
202046,2020-11-14,151,GO,Mundo Novo,5214051,city,119,2524.93104,0,2,0,0.0168,4713,False,False
202046,2020-11-14,171,GO,Mutunópolis,5214101,city,28,743.88948,0,0,0,0.0,3764,False,False
202046,2020-11-14,153,GO,Nazário,5214408,city,249,2688.98488,0,4,0,0.0161,9260,False,False
202046,2020-11-14,217,GO,Nerópolis,5214507,city,636,2092.44942,0,27,0,0.0425,30395,False,False
202046,2020-11-14,203,GO,Niquelândia,5214606,city,1184,2533.70426,0,29,0,0.0245,46730,False,False
202046,2020-11-14,178,GO,Nova América,5214705,city,57,2418.32838,0,1,0,0.0175,2357,False,False
202046,2020-11-14,155,GO,Nova Aurora,5214804,city,52,2340.23402,0,2,0,0.0385,2222,False,False
202046,2020-11-14,152,GO,Nova Crixás,5214838,city,376,2904.59637,0,7,0,0.0186,12945,False,False
202046,2020-11-14,222,GO,Nova Glória,5214861,city,277,3414.69428,0,4,0,0.0144,8112,False,False
202046,2020-11-14,151,GO,Nova Iguaçu de Goiás,5214879,city,48,1635.99182,0,2,0,0.0417,2934,False,False
202046,2020-11-14,97,GO,Nova Roma,5214903,city,67,2070.45735,0,0,0,0.0,3236,False,False
202046,2020-11-14,226,GO,Nova Veneza,5215009,city,346,3453.78319,0,7,0,0.0202,10018,False,False
202046,2020-11-14,158,GO,Novo Brasil,5215207,city,68,2391.83961,0,0,0,0.0,2843,False,False
202046,2020-11-14,206,GO,Novo Gama,5215231,city,2366,2010.14418,0,76,0,0.0321,117703,False,False
202046,2020-11-14,176,GO,Novo Planalto,5215256,city,160,3521.12676,0,1,0,0.0063,4544,False,False
202046,2020-11-14,153,GO,Orizona,5215306,city,276,1755.16693,0,3,0,0.0109,15725,False,False
202046,2020-11-14,153,GO,Ouro Verde de Goiás,5215405,city,106,2847.16626,0,4,0,0.0377,3723,False,False
202046,2020-11-14,149,GO,Ouvidor,5215504,city,225,3317.60543,0,6,0,0.0267,6782,False,False
202046,2020-11-14,188,GO,Padre Bernardo,5215603,city,715,2076.67732,0,15,0,0.021,34430,False,False
202046,2020-11-14,123,GO,Palestina de Goiás,5215652,city,73,2105.56677,0,1,0,0.0137,3467,False,False
202046,2020-11-14,188,GO,Palmeiras de Goiás,5215702,city,2551,8679.23244,2,25,0,0.0098,29392,False,False
202046,2020-11-14,139,GO,Palmelo,5215801,city,134,5627.88744,0,3,0,0.0224,2381,False,False
202046,2020-11-14,191,GO,Palminópolis,5215900,city,214,5974.31602,0,2,0,0.0093,3582,False,False
202046,2020-11-14,150,GO,Panamá,5216007,city,99,3803.30388,0,2,0,0.0202,2603,False,False
202046,2020-11-14,229,GO,Paranaiguara,5216304,city,165,1627.21893,0,9,0,0.0545,10140,False,False
202046,2020-11-14,216,GO,Paraúna,5216403,city,258,2349.72678,1,9,0,0.0349,10980,False,False
202046,2020-11-14,150,GO,Perolândia,5216452,city,65,2068.08781,0,0,0,0.0,3143,False,False
202046,2020-11-14,149,GO,Petrolina de Goiás,5216809,city,192,1871.16265,0,5,0,0.026,10261,False,False
202046,2020-11-14,110,GO,Pilar de Goiás,5216908,city,32,1458.52325,0,2,0,0.0625,2194,False,False
202046,2020-11-14,192,GO,Piracanjuba,5217104,city,638,2598.98973,2,12,0,0.0188,24548,False,False
202046,2020-11-14,177,GO,Piranhas,5217203,city,266,2589.56386,0,16,0,0.0602,10272,False,False
202046,2020-11-14,217,GO,Pirenópolis,5217302,city,278,1109.16055,0,8,0,0.0288,25064,False,False
202046,2020-11-14,221,GO,Pires do Rio,5217401,city,1063,3354.79392,0,39,0,0.0367,31686,False,False
202046,2020-11-14,209,GO,Planaltina,5217609,city,1737,1916.37246,0,58,0,0.0334,90640,False,False
202046,2020-11-14,149,GO,Pontalina,5217708,city,524,2933.93057,0,8,0,0.0153,17860,False,False
202046,2020-11-14,188,GO,Porangatu,5218003,city,1094,2397.38786,0,40,0,0.0366,45633,False,False
202046,2020-11-14,149,GO,Porteirão,5218052,city,611,15543.1188,0,2,0,0.0033,3931,False,False
202046,2020-11-14,180,GO,Portelândia,5218102,city,230,5718.54799,0,2,0,0.0087,4022,False,False
202046,2020-11-14,170,GO,Posse,5218300,city,651,1739.99038,0,10,0,0.0154,37414,False,False
202046,2020-11-14,219,GO,Professor Jamil,5218391,city,94,2934.74867,0,5,0,0.0532,3203,False,False
202046,2020-11-14,186,GO,Quirinópolis,5218508,city,1443,2846.09771,0,25,0,0.0173,50701,False,False
202046,2020-11-14,218,GO,Rialma,5218607,city,523,4780.62157,0,11,0,0.021,10940,False,False
202046,2020-11-14,179,GO,Rianápolis,5218706,city,197,4089.68237,0,2,0,0.0102,4817,False,False
202046,2020-11-14,137,GO,Rio Quente,5218789,city,78,1691.24024,-1,1,0,0.0128,4612,False,False
202046,2020-11-14,248,GO,Rio Verde,5218805,city,13269,5494.00045,6,314,0,0.0237,241518,False,False
202046,2020-11-14,170,GO,Rubiataba,5218904,city,346,1734.59668,0,12,0,0.0347,19947,False,False
202046,2020-11-14,146,GO,Sanclerlândia,5219001,city,192,2515.72327,0,9,0,0.0469,7632,False,False
202046,2020-11-14,145,GO,Santa Bárbara de Goiás,5219100,city,355,5351.22098,0,6,0,0.0169,6634,False,False
202046,2020-11-14,145,GO,Santa Cruz de Goiás,5219209,city,64,2270.30862,0,1,0,0.0156,2819,False,False
202046,2020-11-14,199,GO,Santa Fé de Goiás,5219258,city,109,1973.56509,0,1,0,0.0092,5523,False,False
202046,2020-11-14,204,GO,Santa Helena de Goiás,5219308,city,3049,7856.6275,0,95,0,0.0312,38808,False,False
202046,2020-11-14,159,GO,Santa Isabel,5219357,city,159,4167.75885,0,4,0,0.0252,3815,False,False
202046,2020-11-14,181,GO,Santa Rita do Araguaia,5219407,city,112,1253.49748,0,3,0,0.0268,8935,False,False
202046,2020-11-14,166,GO,Santa Rita do Novo Destino,5219456,city,89,2652.75708,0,5,0,0.0562,3355,False,False
202046,2020-11-14,167,GO,Santa Rosa de Goiás,5219506,city,43,1909.41385,0,1,0,0.0233,2252,False,False
202046,2020-11-14,151,GO,Santa Tereza de Goiás,5219605,city,34,1036.58537,0,1,0,0.0294,3280,False,False
202046,2020-11-14,170,GO,Santa Terezinha de Goiás,5219704,city,94,1097.87433,0,4,0,0.0426,8562,False,False
202046,2020-11-14,160,GO,Santo Antônio da Barra,5219712,city,180,3708.28183,0,4,0,0.0222,4854,False,False
202046,2020-11-14,188,GO,Santo Antônio de Goiás,5219738,city,413,6413.04348,0,11,0,0.0266,6440,False,False
202046,2020-11-14,214,GO,Santo Antônio do Descoberto,5219753,city,1249,1647.12709,0,34,0,0.0272,75829,False,False
202046,2020-11-14,73,GO,São Domingos,5219803,city,29,221.32336,0,0,0,0.0,13103,False,False
202046,2020-11-14,153,GO,São Francisco de Goiás,5219902,city,95,1515.87682,0,3,0,0.0316,6267,False,False
202046,2020-11-14,174,GO,São João d'Aliança,5220009,city,291,2066.02769,0,7,0,0.0241,14085,False,False
202046,2020-11-14,164,GO,São João da Paraúna,5220058,city,11,817.84387,0,0,0,0.0,1345,False,False
202046,2020-11-14,226,GO,São Luís de Montes Belos,5220108,city,1120,3278.97649,-1,29,0,0.0259,34157,False,False
202046,2020-11-14,153,GO,São Luiz do Norte,5220157,city,142,2722.91467,0,2,0,0.0141,5215,False,False
202046,2020-11-14,170,GO,São Miguel do Araguaia,5220207,city,81,369.52555,0,13,0,0.1605,21920,False,False
202046,2020-11-14,143,GO,São Miguel do Passa Quatro,5220264,city,85,2082.31259,0,2,0,0.0235,4082,False,False
202046,2020-11-14,122,GO,São Patrício,5220280,city,88,4320.07855,0,4,0,0.0455,2037,False,False
202046,2020-11-14,185,GO,São Simão,5220405,city,515,2454.13391,0,11,0,0.0214,20985,False,False
202046,2020-11-14,226,GO,Senador Canedo,5220454,city,6101,5150.65301,1,115,0,0.0188,118451,False,False
202046,2020-11-14,174,GO,Serranópolis,5220504,city,233,2696.13515,0,0,0,0.0,8642,False,False
202046,2020-11-14,235,GO,Silvânia,5220603,city,355,1705.41891,0,1,0,0.0028,20816,False,False
202046,2020-11-14,131,GO,Simolândia,5220686,city,90,1308.3297,0,1,0,0.0111,6879,False,False
202046,2020-11-14,61,GO,Sítio d'Abadia,5220702,city,2,66.64445,0,0,0,0.0,3001,False,False
202046,2020-11-14,126,GO,Taquaral de Goiás,5221007,city,69,1959.67055,0,2,0,0.029,3521,False,False
202046,2020-11-14,138,GO,Teresina de Goiás,5221080,city,34,971.98399,0,0,0,0.0,3498,False,False
202046,2020-11-14,176,GO,Terezópolis de Goiás,5221197,city,439,5362.81456,0,6,0,0.0137,8186,False,False
202046,2020-11-14,148,GO,Três Ranchos,5221304,city,53,1872.79152,0,3,0,0.0566,2830,False,False
202046,2020-11-14,228,GO,Trindade,5221403,city,3522,2712.92452,0,155,0,0.044,129823,False,False
202046,2020-11-14,105,GO,Trombas,5221452,city,31,886.2207,0,0,0,0.0,3498,False,False
202046,2020-11-14,170,GO,Turvânia,5221502,city,213,4666.95881,1,5,0,0.0235,4564,False,False
202046,2020-11-14,152,GO,Turvelândia,5221551,city,371,6915.19105,0,5,0,0.0135,5365,False,False
202046,2020-11-14,132,GO,Uirapuru,5221577,city,10,352.11268,0,1,0,0.1,2840,False,False
202046,2020-11-14,217,GO,Uruaçu,5221601,city,1212,2967.67875,0,28,0,0.0231,40840,False,False
202046,2020-11-14,177,GO,Uruana,5221700,city,173,1251.99016,0,9,0,0.052,13818,False,False
202046,2020-11-14,202,GO,Urutaí,5221809,city,59,1924.33138,0,1,0,0.0169,3066,False,False
202046,2020-11-14,236,GO,Valparaíso de Goiás,5221858,city,7243,4207.74392,12,127,0,0.0175,172135,False,False
202046,2020-11-14,148,GO,Varjão,5221908,city,62,1615.4247,0,2,0,0.0323,3838,False,False
202046,2020-11-14,222,GO,Vianópolis,5222005,city,205,1466.69529,0,4,0,0.0195,13977,False,False
202046,2020-11-14,158,GO,Vicentinópolis,5222054,city,192,2163.86791,0,7,0,0.0365,8873,False,False
202046,2020-11-14,151,GO,Vila Boa,5222203,city,62,982.25602,0,2,0,0.0323,6312,False,False
202046,2020-11-14,138,GO,Vila Propício,5222302,city,245,4165.24991,0,2,0,0.0082,5882,False,False
202046,2020-11-14,248,GO,,52,state,267540,3760.99663,221,6030,1,0.0225,7113540,False,False
202046,2020-11-14,228,MA,Açailândia,2100055,city,3566,3152.37666,3,94,1,0.0264,113121,False,False
202046,2020-11-14,180,MA,Afonso Cunha,2100105,city,152,2310.73275,0,2,0,0.0132,6578,False,False
202046,2020-11-14,192,MA,Água Doce do Maranhão,2100154,city,653,5161.23933,0,6,0,0.0092,12652,False,False
202046,2020-11-14,211,MA,Alcântara,2100204,city,202,913.53111,0,8,0,0.0396,22112,False,False
202046,2020-11-14,198,MA,Aldeias Altas,2100303,city,942,3520.57406,0,10,1,0.0106,26757,False,False
202046,2020-11-14,217,MA,Altamira do Maranhão,2100402,city,274,3345.95189,0,6,0,0.0219,8189,False,False
202046,2020-11-14,201,MA,Alto Alegre do Maranhão,2100436,city,391,1403.54656,0,13,0,0.0332,27858,False,False
202046,2020-11-14,205,MA,Alto Alegre do Pindaré,2100477,city,1491,4667.68932,0,24,0,0.0161,31943,False,False
202046,2020-11-14,185,MA,Alto Parnaíba,2100501,city,371,3308.95469,0,4,0,0.0108,11212,False,False
202046,2020-11-14,194,MA,Amapá do Maranhão,2100550,city,5,71.37759,0,0,0,0.0,7005,False,False
202046,2020-11-14,201,MA,Amarante do Maranhão,2100600,city,1152,2760.67004,0,27,0,0.0234,41729,False,False
202046,2020-11-14,210,MA,Anajatuba,2100709,city,349,1293.16733,0,10,0,0.0287,26988,False,False
202046,2020-11-14,196,MA,Anapurus,2100808,city,745,4687.30338,0,6,0,0.0081,15894,False,False
202046,2020-11-14,198,MA,Apicum-Açu,2100832,city,199,1142.82433,0,3,0,0.0151,17413,False,False
202046,2020-11-14,200,MA,Araguanã,2100873,city,543,3491.73687,0,2,0,0.0037,15551,False,False
202046,2020-11-14,191,MA,Araioses,2100907,city,589,1259.32736,0,10,0,0.017,46771,False,False
